"","YEARS","Ag_ca","Am_hy","Am_ra","An_de","An_lu","An_me","An_mi","Ar_at","Ar_ri","Ar_si","Ar_sp","Ba_sp","Be_gl","Bo_sa","Br_br","Ca_sp","Ch_mo","Ci_mu","Cl_ha","Co_mi","Cy_lu","Di_ba","En_ci","Eu_sp","Ga_aa","Ga_ar","Ga_at","Ga_mo","Ga_vu","Gl_cy","Gy_re","Hi_hi","Hi_pl","Le_de","Le_ma","Li_ba","Li_fa","Li_gi","Li_li","Li_spp","Lu_la","Ly_es","Ly_eu","Ly_fl","Ly_fr","Ly_gr","Ly_ko","Ly_pa","Ly_re","Ly_ro","Ly_se","Ly_spp","Ly_sq","Ma_be","Ma_mu","Ma_vi","Me_ae","Me_me","Mi_ki","Mi_po","Mo_di","Mo_mo","My_sc","Pa_bo","Pl_pl","Po_vi","Ra_cl","Ra_fy","Ra_ra","Ra_spp","Re_hi","Se_ma","Se_me","Se_spp","Se_vi","So_mi","St_spp","Tr_es","Tr_mu","Tr_pi","Tr_spp","Ul_ol"
"965",1999,0,0,0,1,0,0,0,1,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,288,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28426,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,7,0
"966",1999,0,0,0,1,0,0,0,1,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,13825,0,0,0,0,0,0,40,0,6,0,0,0,0,0,0,0,1,0
"967",1999,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,37,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,13750,0,0,0,0,0,0,18,0,6,0,0,0,0,0,0,0,0,0
"968",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14485,0,0,0,0,0,0,24,0,7,0,0,0,0,0,0,0,0,0
"969",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,7792,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,0,0
"970",1999,0,0,1,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4184,0,0,0,0,0,0,10,0,23,0,0,0,0,0,1,0,0,0
"971",1999,0,0,1,0,0,0,0,9,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,29,0,1,0,0,0,0,0,0,0,9,0,0,2,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5535,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
"972",1999,0,0,0,0,0,0,0,14,0,0,0,0,0,42,0,7,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,139,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34699,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0
"974",1999,0,0,1,0,0,0,0,4,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,147,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,60,0,0,0,0,0,0,0,24642,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,13,0
"975",1999,0,0,3,0,0,0,0,2,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,66800,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"977",1999,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,273,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9570,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"979",1999,0,0,0,3,0,0,0,2,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,1,0,0,0,0,0,0,16352,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0
"980",1999,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,52,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6618,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0
"981",1999,0,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5197,0,0,0,0,0,0,0,1,7,0,0,0,0,0,7,0,0,0
"982",1999,0,0,1,1,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,3999,0,0,0,0,0,0,2,0,49,0,0,0,0,0,0,0,0,0
"983",1999,0,0,0,1,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,2,0,0,0,0,0,0,10070,0,0,0,0,0,0,10,0,85,0,0,0,0,0,0,0,0,0
"985",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,5606,0,0,0,0,0,0,5,0,56,0,0,0,0,0,0,0,0,0
"986",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4040,0,0,0,0,0,0,19,0,117,0,0,0,0,0,0,0,0,0
"987",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6450,0,0,0,0,0,0,6,0,67,0,0,0,0,0,0,0,0,0
"988",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3804,0,0,0,0,0,0,2,0,98,0,0,0,0,0,0,0,0,0
"989",1999,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,4524,0,0,0,0,0,0,1,0,157,0,0,0,0,0,0,0,0,0
"990",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11377,0,0,0,0,0,0,3,0,47,0,0,0,0,0,0,0,0,0
"991",1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6192,0,0,0,0,0,0,24,0,96,0,0,0,0,0,0,0,0,0
"992",1999,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,52,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6385,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0
"993",1999,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0
"994",1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,0,0
"995",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,226,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0
"996",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2023,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0
"997",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2596,0,0,0,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0
"998",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3801,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
"999",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820,0,0,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0,0
"1000",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,2573,0,0,0,0,0,0,6,0,150,0,0,0,0,0,0,0,0,0
"1001",1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49,0,0,0,17072,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
"1003",2000,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,0,0,296,0,0,0,3905,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0
"1004",2000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,24,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,0,25,0,0,0,1564,0,1,0,0,0,0,0,1,246,0,0,0,0,3,0,0,0,0
"1005",2000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,54,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,120,0,0,0,0,0,0,278,0,1,0,0,0,0,0,6,8,0,0,0,0,176,0,0,0,0
"1006",2000,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,62,0,0,0,0,36,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,52,0,0,8,0,0,0,768,0,0,0,0,0,0,0,8,0,0,0,0,0,49,0,0,0,0
"1007",2000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,32,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,131,0,0,1148,0,0,0,4196,0,0,0,0,0,0,0,0,41,9,0,0,0,13,0,0,0,0
"1008",2000,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,45,0,0,239,0,0,0,1693,0,0,0,0,0,0,0,1,10,23,0,0,0,41,0,0,0,0
"1009",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,36,0,0,0,3225,0,8,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0
"1010",2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,40,0,0,325,0,0,0,1662,0,0,0,0,0,0,0,0,60,0,0,0,0,1,0,0,0,0
"1011",2000,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,2416,0,0,0,0,0,0,0,1,14,0,0,0,0,7,0,0,0,0
"1012",2000,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,0,0,0,3165,0,0,0,0,0,0,1,0,25,4,1,0,0,0,0,0,0,0
"1013",2000,0,0,3,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,0,0,6,0,0,0,3098,0,0,0,0,0,0,0,1,138,1,1,0,0,4,0,0,0,0
"1014",2000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,6,0,0,1,0,0,0,5283,0,0,0,0,0,0,0,1,99,0,0,0,0,6,0,0,0,0
"1015",2000,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,90,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,55,0,0,0,0,0,0,1113,1,0,0,0,0,0,0,6,9,4,0,0,0,440,0,0,0,0
"1016",2000,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3081,0,0,0,0,0,0,1,0,130,2,0,0,0,11,0,0,0,0
"1017",2000,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,1,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,1954,0,0,0,0,0,0,1,0,108,10,0,0,0,4,0,0,0,0
"1018",2000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,53,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,84,0,0,0,0,0,0,8513,0,0,0,0,0,0,2,3,25,0,0,0,0,5,0,0,0,0
"1019",2000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,76,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,0,0,0,0,0,0,4825,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"1020",2000,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5958,0,0,0,0,0,0,0,0,39,11,0,0,0,0,0,0,0,0
"1021",2000,0,0,8,3,0,0,0,3,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,18,0,0,0,0,0,0,3344,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0
"1022",2000,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,193,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,115,9,0,0,0,0,0,0,7960,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
"1023",2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,27705,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0
"1024",2000,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,24,0,0,0,0,0,0,12847,0,0,0,0,0,0,6,0,0,26,0,0,0,0,0,0,0,0
"1025",2000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,51,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8033,0,0,0,0,0,0,0,2510,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0
"1026",2000,0,0,0,1,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,107,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,5,0,0,0,0,0,0,974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0
"1027",2000,0,0,2,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,90,0,0,0,0,109,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,88,212,0,0,0,0,0,0,1030,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0
"1028",2000,0,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,173,2,1,0,0,0,0,0,3,0,1,0,0,8,0,0,0,0,0,0,0,0,0,127,128,0,0,0,0,0,0,9072,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0
"1029",2000,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,18,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,19,0,0,0,0,0,0,3227,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,0
"1030",2000,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,26,38,0,0,0,0,0,0,2907,0,0,0,0,0,0,0,2,21,0,0,0,0,1,0,0,0,0
"1031",2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,2679,0,0,0,0,0,0,0,4,29,0,0,0,0,4,0,0,0,0
"1032",2000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,161,0,0,0,0,89,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,104,0,0,3,0,0,0,20,0,0,0,0,0,0,0,4,1,0,0,0,0,11,0,0,0,0
"1033",2000,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,32,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,15,0,0,20,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,14,0,0,0,0
"1034",2000,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16,17,0,0,3,0,0,0,902,0,0,0,0,0,0,0,0,5,1,4,0,0,0,2,0,0,0
"1035",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,1096,0,0,0,0,0,0,2,1,11,0,0,0,0,2,0,0,0,0
"1036",2000,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,39,0,0,1,0,0,0,3490,0,0,0,1,0,0,0,0,15,12,0,0,0,0,0,0,0,0
"1037",2000,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,87,138,0,0,0,0,0,0,517,0,0,0,0,0,0,0,2,7,1,0,0,0,6,0,0,0,0
"1038",2000,0,0,0,1,0,0,0,0,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,28,23,0,0,0,0,0,0,3674,0,1,0,0,0,0,2,1,81,7,0,0,0,0,0,0,0,0
"1039",2000,0,0,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,40,53,0,0,0,0,0,0,2870,0,0,0,0,0,0,1,0,117,14,0,0,0,1,0,0,0,0
"1040",2000,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,198,0,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,39,102,0,0,0,0,0,0,7548,0,0,0,0,0,0,2,0,29,17,0,0,0,1,0,0,0,0
"1041",2000,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,170,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,10837,0,0,0,0,0,0,8,0,3,16,0,0,0,0,0,0,0,0
"1042",2000,0,0,4,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,99,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,48,26,0,0,0,0,0,0,6629,0,0,0,0,0,0,4,0,2,12,0,0,0,0,0,0,0,0
"1043",2000,0,0,6,0,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,142,6,4,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,2495,0,0,0,0,0,0,4,1,1,1,0,0,0,0,8,0,0,0
"1044",2000,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,253,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,202,2,0,0,0,0,0,0,12236,0,0,0,0,0,0,7,0,2,4,0,0,0,0,0,0,0,0
"1045",2000,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,52,0,0,0,0,102,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,15464,0,0,0,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0
"1046",2000,0,0,1,1,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,76,5,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,95,23,0,0,0,0,0,0,14290,0,0,0,0,0,0,5,0,29,34,0,0,0,0,0,0,0,0
"1047",2000,0,0,9,2,0,0,1,5,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,6285,0,0,0,0,0,0,0,1,44,16,0,0,0,0,0,0,0,0
