"","YEARS","Ag_ca","Am_hy","Am_ra","An_de","An_lu","An_me","An_mi","Ar_at","Ar_ri","Ar_si","Ar_sp","Ba_sp","Be_gl","Bo_sa","Br_br","Ca_sp","Ch_mo","Ci_mu","Cl_ha","Co_mi","Cy_lu","Di_ba","En_ci","Eu_sp","Ga_aa","Ga_ar","Ga_at","Ga_mo","Ga_vu","Gl_cy","Gy_re","Hi_hi","Hi_pl","Le_de","Le_ma","Li_ba","Li_fa","Li_gi","Li_li","Li_spp","Lu_la","Ly_es","Ly_eu","Ly_fl","Ly_fr","Ly_gr","Ly_ko","Ly_pa","Ly_re","Ly_ro","Ly_se","Ly_spp","Ly_sq","Ma_be","Ma_mu","Ma_vi","Me_ae","Me_me","Mi_ki","Mi_po","Mo_di","Mo_mo","My_sc","Pa_bo","Pl_pl","Po_vi","Ra_cl","Ra_fy","Ra_ra","Ra_spp","Re_hi","Se_ma","Se_me","Se_spp","Se_vi","So_mi","St_spp","Tr_es","Tr_mu","Tr_pi","Tr_spp","Ul_ol"
"1048",2000,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,80,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,3361,0,0,0,0,0,0,4,0,9,3,0,0,0,0,0,0,0,0
"1049",2000,0,0,1,3,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,149,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,15258,0,0,0,0,0,0,5,1,119,2,0,0,0,0,0,0,0,0
"1050",2000,0,0,3,0,0,0,0,1,12,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,8946,0,0,0,0,0,0,4,1,100,0,0,0,0,0,0,0,0,0
"1051",2000,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,43,65,0,0,0,0,0,0,5977,0,0,0,0,0,0,8,0,59,7,0,0,0,0,0,0,0,0
"1052",2000,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,51,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,89,18,0,0,0,0,0,0,9365,0,0,0,0,0,0,7,0,650,4,0,0,0,0,0,0,0,0
"1053",2000,0,0,0,0,2,0,0,0,65,0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,100,4,0,0,0,0,0,0,5620,0,0,0,0,0,0,5,0,237,2,0,0,0,0,0,0,0,0
"1054",2000,0,0,0,0,0,0,0,2,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,4,0,0,2,0,0,0,4579,0,0,0,0,0,0,4,3,289,0,0,0,0,0,0,0,0,0
"1055",2000,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,30,0,0,2,0,0,0,3837,0,0,0,0,0,0,0,0,58,3,0,0,0,0,0,0,0,0
"1056",2000,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,79,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,58,27,0,0,2,0,0,0,6124,0,0,0,0,0,0,8,0,66,2,0,0,0,0,0,0,0,0
"1057",2000,0,0,2,8,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,6796,0,0,0,0,0,0,12,0,220,14,0,0,0,0,0,0,0,0
"1059",2000,0,0,2,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,5563,0,0,0,0,0,0,5,0,49,18,0,0,0,0,0,0,0,0
"1060",2000,0,0,2,1,0,0,0,9,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,112,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,49,11,0,0,0,0,0,0,7554,0,0,0,0,0,0,3,1,23,4,0,0,0,0,0,0,0,0
"1061",2000,0,0,2,1,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,2080,0,0,0,0,0,0,4,0,0,6,0,0,0,0,1,0,0,0
"1063",2000,0,0,2,4,0,0,3,9,1,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,199,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,36,0,0,0,0,0,0,4226,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0
"1064",2000,0,0,0,0,3,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,423,10,1,0,0,0,0,0,3,0,1,0,0,2,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,30772,0,0,0,0,0,0,18,0,1,0,0,0,0,0,1,0,0,0
"1065",2000,0,0,30,6,0,0,0,4,0,0,0,0,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,237,0,0,0,0,586,8,2,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38,16,0,0,0,0,0,0,24767,0,0,0,0,0,0,10,0,13,4,0,0,0,0,0,0,0,0
"1066",2000,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,103,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,17724,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0
"1068",2000,0,0,0,0,2,0,0,31,0,0,0,0,0,27,0,3,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,576,31,5,2,0,0,0,0,36,0,0,0,0,2,0,0,0,36,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,3,0,0,0,0,1,0,0,0
"1069",2000,0,0,0,1,0,0,1,65,1,0,0,0,0,30,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,443,13,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,27919,0,0,0,0,0,0,54,0,3,1,0,0,0,0,3,0,0,0
"1071",2000,0,0,1,2,0,0,0,23,0,0,0,0,0,132,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,143,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,9159,0,0,0,0,0,0,25,0,0,24,0,0,0,0,1,0,0,0
"1072",2000,0,0,1,3,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,535,0,0,0,0,0,0,0,28078,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
"1074",2000,0,0,2,2,0,0,0,42,0,0,0,0,0,22,0,2,0,0,0,0,1,0,0,0,0,0,0,107,0,0,0,0,220,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14964,0,0,0,0,0,0,21,1,0,4,0,0,0,0,0,0,0,0
"1076",2000,0,0,2,3,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,207,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,5,0,0,0,0,0,5,0,0,0
"1077",2000,0,0,2,1,0,0,0,11,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,186,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,22,0,0,0,0,0,0,4138,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0
"1078",2000,0,0,1,3,0,0,0,9,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,121,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71,25,0,0,0,0,0,0,15029,0,0,0,0,0,0,3,0,8,8,0,0,0,0,0,0,0,0
"1079",2000,0,0,1,0,3,0,0,7,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,20717,0,0,0,0,0,0,8,0,15,19,0,0,0,0,0,0,0,0
"1080",2000,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20886,0,0,0,0,0,0,2,0,23,6,0,0,0,0,0,0,0,0
"1081",2000,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1224,0,0,0,0,0,0,0,11708,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0
"1082",2000,0,0,1,6,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,113,2,0,0,0,0,0,0,0,0,24,0,0,2,0,0,0,2,0,0,0,0,0,314,23,0,0,0,0,0,0,14630,0,0,0,0,0,0,7,0,91,15,0,0,0,0,0,0,0,0
"1083",2000,0,0,0,0,0,0,0,20,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,9,0,24,0,0,0,0,0,0,0,0,0,0,12,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,14246,0,0,0,0,0,0,3,0,36,20,0,0,0,0,4,0,0,0
"1084",2000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6013,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1085",2000,0,0,0,5,0,0,0,31,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,99,2,0,0,0,0,0,0,0,0,40,0,0,6,0,0,0,5,0,0,0,0,0,24,32,0,0,1,0,0,0,7808,0,0,0,0,0,0,4,4,101,12,0,0,0,0,1,0,0,0
"1086",2000,0,0,0,0,0,0,0,44,3,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,275,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,8,37,0,0,0,0,0,0,1521,0,0,0,0,0,0,1,7,4,3,0,0,0,0,3,0,0,0
"1088",2000,0,0,0,4,0,0,1,8,30,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,62,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,8239,0,0,0,0,0,0,2,0,46,0,0,0,0,0,0,0,0,0
"1089",2000,0,0,2,0,0,0,0,1,24,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,129,34,0,0,0,0,0,0,5990,0,0,0,0,0,0,27,0,502,3,0,0,0,0,0,0,0,0
"1090",2000,0,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,298,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,3,0,0,0,0,0,44,15,0,0,0,0,0,0,10891,0,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,0,0
"1091",2000,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,7818,0,0,0,0,0,0,4,0,137,2,0,0,0,0,0,0,0,0
"1092",2000,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4473,0,0,0,0,0,0,16,0,71,3,0,0,0,0,0,0,0,0
"1093",2000,0,0,0,2,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6878,0,0,0,0,0,0,11,0,160,0,0,0,0,0,0,0,0,0
"1094",2000,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,10562,0,0,0,0,0,0,4,0,13,1,0,0,0,0,0,0,0,0
"1097",2000,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,216,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,2774,0,0,0,0,0,0,8,0,57,0,0,0,0,0,1,0,0,0
"1098",2000,0,0,1,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,140,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,0,0,1,0,0,0,697,0,0,0,0,0,0,4,0,13,3,0,0,0,2,0,0,0,0
"1099",2000,0,0,0,3,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,339,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,52,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"1100",2000,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1106",2000,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,0,0,22,0,0,0,617,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
"1107",2000,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,1195,0,0,0,0,0,0,3,0,5,1,0,0,0,0,0,0,0,0
"1108",2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,907,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"1109",2000,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,12,0,0,0,873,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0
"1110",2000,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,1070,0,0,0,0,0,0,7,0,56,0,0,0,0,0,0,0,0,0
"1111",2000,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,24,0,0,0,4105,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"1112",2000,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,53,0,0,0,1922,0,0,0,0,0,0,6,0,82,0,0,0,0,0,0,0,0,0
"1113",2000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,49,0,0,15,0,0,0,3399,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0
"1114",2000,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,34,0,0,48,0,0,0,2794,0,0,0,0,0,0,3,0,55,1,0,0,0,0,0,0,0,0
"1115",2000,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,25,0,0,0,2458,0,0,0,0,0,0,2,0,146,0,0,0,0,0,0,0,0,0
"1116",2000,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3237,0,0,0,0,0,0,6,0,141,0,0,0,0,0,0,0,0,0
"1117",2000,0,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3672,0,0,0,0,0,0,9,0,72,1,0,0,0,0,0,0,0,0
"1118",2000,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,64,0,0,6,0,0,0,3870,0,0,0,0,0,0,3,0,136,2,0,0,0,0,0,0,0,0
"1119",2000,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,311,73,0,0,6,0,0,0,3482,0,0,0,0,0,0,1,0,100,3,0,0,0,0,0,0,0,0
"1120",2000,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,117,4,0,0,2,0,0,0,2308,0,0,0,0,0,0,1,1,23,3,0,0,0,0,0,0,0,0
"1121",2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,21,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,12,0,0,103,0,0,0,3603,0,0,0,0,0,0,0,3,15,0,0,0,0,110,0,0,0,0
"1124",2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,76,0,0,0,4463,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0
"1125",2000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,37,1,0,0,1786,0,1,0,1,0,0,0,2,92,1,0,0,0,0,0,0,0,0
"1126",2001,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,50,0,0,0,2206,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0
"1127",2001,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,224,0,0,0,2515,0,0,0,0,0,0,5,0,143,0,0,0,0,0,0,0,0,0
"1128",2001,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,0,523,0,0,0,1847,0,0,0,0,0,0,2,0,552,0,0,0,0,0,0,0,0,0
"1129",2001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,408,0,0,0,4420,0,0,0,0,0,0,0,0,1084,0,0,0,0,0,0,0,0,0
"1130",2001,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,192,0,0,0,6583,0,0,0,0,0,0,3,0,88,0,0,0,0,0,0,0,0,0
"1131",2001,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,0,0,7,0,0,0,331,0,0,0,0,0,0,1,3,13,0,0,0,0,0,0,0,0,0
"1132",2001,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,73,0,0,0,1431,0,0,0,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0
"1133",2001,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,0,0,5498,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0
"1134",2001,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,13,0,0,0,3887,0,0,0,0,0,0,9,0,178,0,0,0,0,0,0,0,0,0
"1135",2001,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,3555,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"1136",2001,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,37,0,0,6,0,0,0,4730,0,0,0,0,0,0,3,0,83,0,0,0,0,1,0,0,0,0
"1137",2001,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,52,0,0,40,0,0,0,4372,0,0,0,0,0,0,2,0,110,0,0,0,0,0,0,0,0,0
"1138",2001,0,0,0,0,0,0,0,0,34,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,21,0,0,0,2675,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0
"1139",2001,0,0,0,1,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,2447,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0
"1140",2001,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,188,0,0,52,0,0,0,2975,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0
"1141",2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,226,0,0,3,0,0,0,2833,0,0,0,0,0,0,0,0,37,0,0,0,0,28,0,0,0,0
